3200.000000	100.523376 
3199.000000	100.366210 
3198.000000	100.473022 
3197.000000	100.584411 
3196.000000	100.674438 
3195.000000	100.865173 
3194.000000	100.636291 
3193.000000	100.662231 
3192.000000	100.619506 
3191.000000	100.012207 
3190.000000	100.225830 
3189.000000	100.468444 
3188.000000	100.599670 
3187.000000	100.517272 
3186.000000	100.547790 
3185.000000	100.712585 
3184.000000	100.415039 
3183.000000	99.322509  
3182.000000	99.441528  
3181.000000	99.784851  
3180.000000	100.149536 
3179.000000	100.401306 
3178.000000	100.523376 
3177.000000	100.527954 
3176.000000	100.592041 
3175.000000	99.021911  
3174.000000	97.669982  
3173.000000	98.834228  
3172.000000	99.652099  
3171.000000	100.056457 
3170.000000	100.125122 
3169.000000	100.415039 
3168.000000	100.540161 
3167.000000	99.896240  
3166.000000	95.620727  
3165.000000	96.281433  
3164.000000	97.647094  
3163.000000	98.851013  
3162.000000	99.748229  
3161.000000	100.111389 
3160.000000	100.379943 
3159.000000	100.401306 
3158.000000	96.582031  
3157.000000	92.213439  
3156.000000	94.979858  
3155.000000	96.775817  
3154.000000	98.309326  
3153.000000	98.976135  
3152.000000	99.612426  
3151.000000	100.045776 
3150.000000	99.684143  
3149.000000	91.117858  
3148.000000	88.902282  
3147.000000	92.930603  
3146.000000	95.335388  
3145.000000	97.235107  
3144.000000	98.522949  
3143.000000	99.414062  
3142.000000	99.784851  
3141.000000	97.503662  
3140.000000	83.381652  
3139.000000	85.267639  
3138.000000	90.510559  
3137.000000	93.899536  
3136.000000	96.507263  
3135.000000	97.926330  
3134.000000	98.997497  
3133.000000	99.627685  
3132.000000	95.304870  
3131.000000	80.155944  
3130.000000	84.790039  
3129.000000	90.365600  
3128.000000	93.606567  
3127.000000	95.889282  
3126.000000	97.685241  
3125.000000	98.648071  
3124.000000	99.087524  
3123.000000	92.074584  
3122.000000	74.945068  
3121.000000	81.452941  
3120.000000	88.227844  
3119.000000	92.474365  
3118.000000	94.976806  
3117.000000	97.200012  
3116.000000	98.382568  
3115.000000	98.588562  
3114.000000	91.609191  
3113.000000	72.662353  
3112.000000	78.930664  
3111.000000	86.518859  
3110.000000	91.738891  
3109.000000	94.122314  
3108.000000	96.083068  
3107.000000	97.795104  
3106.000000	98.336791  
3105.000000	92.070007  
3104.000000	71.997070  
3103.000000	77.349853  
3102.000000	85.533142  
3101.000000	91.284179  
3100.000000	94.424438  
3099.000000	96.073913  
3098.000000	97.541809  
3097.000000	98.254394  
3096.000000	94.433593  
3095.000000	73.573303  
3094.000000	74.275207  
3093.000000	82.922363  
3092.000000	89.480590  
3091.000000	93.524169  
3090.000000	95.417785  
3089.000000	96.322631  
3088.000000	97.175598  
3087.000000	95.498657  
3086.000000	76.516723  
3085.000000	69.612121  
3084.000000	79.005432  
3083.000000	86.592102  
3082.000000	91.426086  
3081.000000	94.683837  
3080.000000	96.281433  
3079.000000	97.041320  
3078.000000	97.076416  
3077.000000	86.874389  
3076.000000	72.277832  
3075.000000	79.968261  
3074.000000	86.985778  
3073.000000	91.169738  
3072.000000	94.255065  
3071.000000	96.096801  
3070.000000	96.719360  
3069.000000	96.833801  
3068.000000	92.466735  
3067.000000	72.636413  
3066.000000	74.496459  
3065.000000	82.943725  
3064.000000	89.002990  
3063.000000	92.742919  
3062.000000	95.117187  
3061.000000	96.485900  
3060.000000	96.987915  
3059.000000	96.479797  
3058.000000	84.268188  
3057.000000	72.038269  
3056.000000	79.698181  
3055.000000	86.614990  
3054.000000	91.102600  
3053.000000	93.708801  
3052.000000	95.599365  
3051.000000	96.757507  
3050.000000	97.068786  
3049.000000	95.478820  
3048.000000	81.867980  
3047.000000	82.170104  
3046.000000	87.406921  
3045.000000	91.445922  
3044.000000	93.484497  
3043.000000	94.770812  
3042.000000	95.550537  
3041.000000	96.063232  
3040.000000	96.078491  
3039.000000	93.040466  
3038.000000	84.109497  
3037.000000	87.486267  
3036.000000	90.632629  
